
 ,U1,U2,INV1,INV2,K1,K2,X1,X2,NPVTOT,NPVLAND,NPVOCEAN
T-514       ,6.2922666E+3,7.3250660E+3, 14.09035486, 17.71275887, 70.03507275, 58.67003777,2.9948169E+5,1.2485191E+6,481.47805508,319.65064589,161.82740919
T-515       ,6.2797935E+3,7.3221627E+3, 14.09111481, 17.71598850, 70.04340709, 58.68121252,2.9885247E+5,1.2477865E+6,481.67972121,319.74695574,161.93276547
T-516       ,6.2673352E+3,7.3192580E+3, 14.09185577, 17.71921427, 70.05164999, 58.69237500,2.9822449E+5,1.2470543E+6,481.88036696,319.84268660,162.03768036
T-517       ,6.2548920E+3,7.3163518E+3, 14.09257775, 17.72243616, 70.05980292, 58.70352517,2.9759775E+5,1.2463224E+6,482.07999740,319.93784177,162.14215563
T-518       ,6.2424637E+3,7.3134442E+3, 14.09328072, 17.72565418, 70.06786431, 58.71466303,2.9697226E+5,1.2455908E+6,482.27861760,320.03242452,162.24619307
T-519       ,6.2300505E+3,7.3105351E+3, 14.09396468, 17.72886832, 70.07583552, 58.72578856,2.9634802E+5,1.2448594E+6,482.47623259,320.12643814,162.34979444
T-520       ,6.2176523E+3,7.3076246E+3, 14.09462963, 17.73207859, 70.08371536, 58.73690174,2.9572501E+5,1.2441284E+6,482.67284738,320.21988587,162.45296151
T-521       ,6.2052691E+3,7.3047126E+3, 14.09527554, 17.73528497, 70.09150344, 58.74800254,2.9510325E+5,1.2433976E+6,482.86846695,320.31277094,162.55569601
T-522       ,6.1929010E+3,7.3017991E+3, 14.09590242, 17.73848746, 70.09920071, 58.75909096,2.9448272E+5,1.2426671E+6,483.06309627,320.40509656,162.65799971
T-523       ,6.1805481E+3,7.2988842E+3, 14.09651025, 17.74168606, 70.10680749, 58.77016698,2.9386343E+5,1.2419370E+6,483.25674027,320.49686593,162.75987434
T-524       ,6.1682102E+3,7.2959679E+3, 14.09709902, 17.74488077, 70.11432177, 58.78123058,2.9324538E+5,1.2412071E+6,483.44940387,320.58808223,162.86132163
T-525       ,6.1558875E+3,7.2930501E+3, 14.09766873, 17.74807158, 70.12174522, 58.79228174,2.9262856E+5,1.2404775E+6,483.64109194,320.67874863,162.96234331
T-526       ,6.1435800E+3,7.2901308E+3, 14.09821937, 17.75125849, 70.12907761, 58.80332044,2.9201297E+5,1.2397482E+6,483.83180937,320.76886827,163.06294110
T-527       ,6.1312876E+3,7.2872102E+3, 14.09875092, 17.75444149, 70.13631765, 58.81434668,2.9139861E+5,1.2390192E+6,484.02156098,320.85844428,163.16311671
T-528       ,6.1190105E+3,7.2842881E+3, 14.09926338, 17.75762060, 70.14346685, 58.82536043,2.9078548E+5,1.2382904E+6,484.21035160,320.94747976,163.26287183
T-529       ,6.1067485E+3,7.2813645E+3, 14.09975674, 17.76079579, 70.15052368, 58.83636167,2.9017358E+5,1.2375620E+6,484.39818601,321.03597783,163.36220818
T-530       ,6.0945019E+3,7.2784396E+3, 14.10023100, 17.76396707, 70.15748929, 58.84735040,2.8956290E+5,1.2368339E+6,484.58506899,321.12394155,163.46112744
T-531       ,6.0822704E+3,7.2755132E+3, 14.10068614, 17.76713443, 70.16436206, 58.85832660,2.8895345E+5,1.2361060E+6,484.77100528,321.21137399,163.55963129
T-532       ,6.0700543E+3,7.2725854E+3, 14.10112216, 17.77029788, 70.17114368, 58.86929024,2.8834523E+5,1.2353785E+6,484.95599961,321.29827819,163.65772142
T-533       ,6.0578534E+3,7.2696561E+3, 14.10153905, 17.77345741, 70.17783248, 58.88024132,2.8773822E+5,1.2346512E+6,485.14005668,321.38465719,163.75539949
T-534       ,6.0456679E+3,7.2667255E+3, 14.10193680, 17.77661301, 70.18442993, 58.89117982,2.8713244E+5,1.2339242E+6,485.32318116,321.47051399,163.85266717
T-535       ,6.0334977E+3,7.2637934E+3, 14.10231541, 17.77976469, 70.19093487, 58.90210573,2.8652787E+5,1.2331976E+6,485.50537771,321.55585160,163.94952611
T-536       ,6.0213429E+3,7.2608599E+3, 14.10267487, 17.78291244, 70.19734804, 58.91301903,2.8592452E+5,1.2324712E+6,485.68665095,321.64067299,164.04597796
T-537       ,6.0092034E+3,7.2579250E+3, 14.10301517, 17.78605626, 70.20366823, 58.92391970,2.8532239E+5,1.2317451E+6,485.86700551,321.72498113,164.14202438
T-538       ,5.9970794E+3,7.2549887E+3, 14.10333630, 17.78919615, 70.20989683, 58.93480774,2.8472146E+5,1.2310193E+6,486.04644596,321.80877896,164.23766699
T-539       ,5.9849707E+3,7.2520509E+3, 14.10363826, 17.79233210, 70.21603197, 58.94568312,2.8412176E+5,1.2302938E+6,486.22497686,321.89206943,164.33290743
T-540       ,5.9728775E+3,7.2491118E+3, 14.10392104, 17.79546411, 70.22207525, 58.95654583,2.8352326E+5,1.2295686E+6,486.40260277,321.97485544,164.42774733
T-541       ,5.9607998E+3,7.2461713E+3, 14.10418464, 17.79859219, 70.22802652, 58.96739587,2.8292597E+5,1.2288437E+6,486.57932819,322.05713990,164.52218829
T-542       ,5.9487375E+3,7.2432294E+3, 14.10442905, 17.80171632, 70.23388440, 58.97823321,2.8232989E+5,1.2281191E+6,486.75515763,322.13892570,164.61623193
T-543       ,5.9366907E+3,7.2402860E+3, 14.10465427, 17.80483651, 70.23964973, 58.98905785,2.8173502E+5,1.2273948E+6,486.93009556,322.22021570,164.70987986
T-544       ,5.9246594E+3,7.2373413E+3, 14.10486028, 17.80795275, 70.24532223, 58.99986976,2.8114135E+5,1.2266707E+6,487.10414643,322.30101276,164.80313367
T-545       ,5.9126436E+3,7.2343952E+3, 14.10504709, 17.81106504, 70.25090163, 59.01066895,2.8054888E+5,1.2259470E+6,487.27731467,322.38131971,164.89599496
T-546       ,5.9006433E+3,7.2314477E+3, 14.10521468, 17.81417338, 70.25638768, 59.02145538,2.7995762E+5,1.2252236E+6,487.44960469,322.46113939,164.98846531
T-547       ,5.8886586E+3,7.2284989E+3, 14.10536306, 17.81727777, 70.26178123, 59.03222906,2.7936755E+5,1.2245004E+6,487.62102089,322.54047459,165.08054630
T-548       ,5.8766895E+3,7.2255486E+3, 14.10549221, 17.82037821, 70.26708207, 59.04298996,2.7877869E+5,1.2237776E+6,487.79156762,322.61932812,165.17223951
T-549       ,5.8647360E+3,7.2225970E+3, 14.10560214, 17.82347468, 70.27228994, 59.05373809,2.7819102E+5,1.2230550E+6,487.96124924,322.69770274,165.26354649
T-550       ,5.8527981E+3,7.2196440E+3, 14.10569283, 17.82656721, 70.27740456, 59.06447341,2.7760455E+5,1.2223327E+6,488.13007006,322.77560124,165.35446882
T-551       ,5.8408758E+3,7.2166896E+3, 14.10576429, 17.82965577, 70.28242568, 59.07519593,2.7701927E+5,1.2216108E+6,488.29803438,322.85302634,165.44500805
T-552       ,5.8289691E+3,7.2137339E+3, 14.10581651, 17.83274037, 70.28735305, 59.08590563,2.7643518E+5,1.2208891E+6,488.46514650,322.92998079,165.53516571
T-553       ,5.8170781E+3,7.2107768E+3, 14.10584949, 17.83582100, 70.29218756, 59.09660250,2.7585228E+5,1.2201677E+6,488.63141066,323.00646730,165.62494337
T-554       ,5.8052028E+3,7.2078183E+3, 14.10586322, 17.83889767, 70.29692900, 59.10728652,2.7527057E+5,1.2194467E+6,488.79683112,323.08248857,165.71434254
T-555       ,5.7933432E+3,7.2048585E+3, 14.10585769, 17.84197038, 70.30157712, 59.11795769,2.7469005E+5,1.2187259E+6,488.96141208,323.15804731,165.80336477
T-556       ,5.7814993E+3,7.2018973E+3, 14.10583291, 17.84503912, 70.30613167, 59.12861600,2.7411072E+5,1.2180054E+6,489.12515774,323.23314617,165.89201157
T-557       ,5.7696711E+3,7.1989348E+3, 14.10578887, 17.84810389, 70.31059238, 59.13926143,2.7353257E+5,1.2172852E+6,489.28807228,323.30778782,165.98028446
T-558       ,5.7578586E+3,7.1959709E+3, 14.10572556, 17.85116469, 70.31495904, 59.14989398,2.7295560E+5,1.2165653E+6,489.45015987,323.38197491,166.06818496
T-559       ,5.7460619E+3,7.1930057E+3, 14.10564299, 17.85422151, 70.31923257, 59.16051363,2.7237982E+5,1.2158457E+6,489.61142462,323.45571007,166.15571456
T-560       ,5.7342809E+3,7.1900391E+3, 14.10554116, 17.85727437, 70.32341186, 59.17112037,2.7180521E+5,1.2151264E+6,489.77187067,323.52899590,166.24287477
T-561       ,5.7225158E+3,7.1870712E+3, 14.10542005, 17.86032325, 70.32749815, 59.18171420,2.7123178E+5,1.2144074E+6,489.93150210,323.60183503,166.32966708
T-562       ,5.7107664E+3,7.1841020E+3, 14.10527966, 17.86336816, 70.33148982, 59.19229509,2.7065953E+5,1.2136887E+6,490.09032300,323.67423002,166.41609298
T-563       ,5.6990329E+3,7.1811314E+3, 14.10512001, 17.86640909, 70.33538845, 59.20286306,2.7008845E+5,1.2129703E+6,490.24833741,323.74618347,166.50215395
T-564       ,5.6873151E+3,7.1781595E+3, 14.10494107, 17.86944604, 70.33919236, 59.21341807,2.6951855E+5,1.2122522E+6,490.40554938,323.81769792,166.58785146
T-565       ,5.6756133E+3,7.1751863E+3, 14.10474285, 17.87247901, 70.34290282, 59.22396014,2.6894982E+5,1.2115344E+6,490.56196291,323.88877593,166.67318699
T-566       ,5.6639273E+3,7.1722117E+3, 14.10452535, 17.87550801, 70.34651922, 59.23448923,2.6838226E+5,1.2108168E+6,490.71758201,323.95942002,166.75816199
T-567       ,5.6522571E+3,7.1692359E+3, 14.10428857, 17.87853303, 70.35004091, 59.24500536,2.6781587E+5,1.2100996E+6,490.87241066,324.02963272,166.84277794
T-568       ,5.6406029E+3,7.1662587E+3, 14.10403250, 17.88155406, 70.35346932, 59.25550850,2.6725064E+5,1.2093827E+6,491.02645280,324.09941653,166.92703627
T-569       ,5.6289645E+3,7.1632802E+3, 14.10375715, 17.88457111, 70.35680267, 59.26599865,2.6668658E+5,1.2086661E+6,491.17971238,324.16877394,167.01093843
T-570       ,5.6173421E+3,7.1603004E+3, 14.10346251, 17.88758419, 70.36004264, 59.27647580,2.6612368E+5,1.2079497E+6,491.33219331,324.23770743,167.09448588
T-571       ,5.6057356E+3,7.1573193E+3, 14.10314858, 17.89059328, 70.36318809, 59.28693995,2.6556195E+5,1.2072337E+6,491.48389949,324.30621947,167.17768003
T-572       ,5.5941450E+3,7.1543369E+3, 14.10281536, 17.89359838, 70.36623869, 59.29739108,2.6500137E+5,1.2065180E+6,491.63483481,324.37431249,167.26052232
T-573       ,5.5825704E+3,7.1513532E+3, 14.10246286, 17.89659950, 70.36919545, 59.30782918,2.6444196E+5,1.2058026E+6,491.78500312,324.44198895,167.34301417
T-574       ,5.5710118E+3,7.1483682E+3, 14.10209106, 17.89959664, 70.37205819, 59.31825426,2.6388370E+5,1.2050874E+6,491.93440827,324.50925127,167.42515700
T-575       ,5.5594691E+3,7.1453819E+3, 14.10169997, 17.90258979, 70.37482566, 59.32866629,2.6332660E+5,1.2043726E+6,492.08305408,324.57610185,167.50695223
T-576       ,5.5479425E+3,7.1423943E+3, 14.10128959, 17.90557896, 70.37749951, 59.33906528,2.6277066E+5,1.2036580E+6,492.23094435,324.64254309,167.58840126
T-577       ,5.5364319E+3,7.1394054E+3, 14.10085992, 17.90856414, 70.38007893, 59.34945122,2.6221586E+5,1.2029438E+6,492.37808286,324.70857738,167.66950548
T-578       ,5.5249373E+3,7.1364153E+3, 14.10041096, 17.91154534, 70.38256350, 59.35982410,2.6166222E+5,1.2022299E+6,492.52447340,324.77420709,167.75026630
T-579       ,5.5134587E+3,7.1334239E+3, 14.09994272, 17.91452255, 70.38495303, 59.37018391,2.6110972E+5,1.2015162E+6,492.67011969,324.83943458,167.83068511
T-580       ,5.5019962E+3,7.1304312E+3, 14.09945518, 17.91749578, 70.38724854, 59.38053065,2.6055838E+5,1.2008029E+6,492.81502548,324.90426219,167.91076328
T-581       ,5.4905497E+3,7.1274372E+3, 14.09894836, 17.92046502, 70.38944862, 59.39086431,2.6000818E+5,1.2000898E+6,492.95919447,324.96869226,167.99050221
T-582       ,5.4791193E+3,7.1244420E+3, 14.09842225, 17.92343027, 70.39155432, 59.40118488,2.5945912E+5,1.1993771E+6,493.10263036,325.03272710,168.06990325
T-583       ,5.4677050E+3,7.1214455E+3, 14.09787685, 17.92639153, 70.39356545, 59.41149236,2.5891121E+5,1.1986646E+6,493.24533682,325.09636903,168.14896779
T-584       ,5.4563068E+3,7.1184478E+3, 14.09731217, 17.92934881, 70.39548183, 59.42178674,2.5836444E+5,1.1979525E+6,493.38731751,325.15962033,168.22769717
T-585       ,5.4449247E+3,7.1154488E+3, 14.09672821, 17.93230211, 70.39730327, 59.43206802,2.5781881E+5,1.1972407E+6,493.52857606,325.22248329,168.30609277
T-586       ,5.4335587E+3,7.1124486E+3, 14.09612496, 17.93525141, 70.39902963, 59.44233619,2.5727432E+5,1.1965291E+6,493.66911611,325.28496018,168.38415593
T-587       ,5.4222089E+3,7.1094471E+3, 14.09550244, 17.93819674, 70.40066187, 59.45259125,2.5673096E+5,1.1958179E+6,493.80894125,325.34705326,168.46188799
T-588       ,5.4108752E+3,7.1064443E+3, 14.09486064, 17.94113807, 70.40219868, 59.46283318,2.5618874E+5,1.1951069E+6,493.94805506,325.40876476,168.53929030
T-589       ,5.3995577E+3,7.1034404E+3, 14.09419957, 17.94407542, 70.40364109, 59.47306199,2.5564765E+5,1.1943963E+6,494.08646112,325.47009692,168.61636420
T-590       ,5.3882563E+3,7.1004352E+3, 14.09351923, 17.94700879, 70.40498799, 59.48327768,2.5510770E+5,1.1936859E+6,494.22416298,325.53105197,168.69311101
T-591       ,5.3769712E+3,7.0974287E+3, 14.09281961, 17.94993817, 70.40624080, 59.49348022,2.5456887E+5,1.1929759E+6,494.36116416,325.59163211,168.76953206
T-592       ,5.3657022E+3,7.0944211E+3, 14.09210074, 17.95286357, 70.40739774, 59.50366963,2.5403118E+5,1.1922661E+6,494.49746819,325.65183953,168.84562866
T-593       ,5.3544494E+3,7.0914122E+3, 14.09136259, 17.95578498, 70.40845961, 59.51384590,2.5349461E+5,1.1915567E+6,494.63307856,325.71167642,168.92140214
T-594       ,5.3432128E+3,7.0884021E+3, 14.09060519, 17.95870241, 70.40942633, 59.52400902,2.5295916E+5,1.1908476E+6,494.76799875,325.77114495,168.99685380
T-595       ,5.3319925E+3,7.0853908E+3, 14.08982853, 17.96161586, 70.41029881, 59.53415899,2.5242484E+5,1.1901387E+6,494.90223222,325.83024727,169.07198495
T-596       ,5.3207884E+3,7.0823783E+3, 14.08903262, 17.96452533, 70.41107580, 59.54429581,2.5189164E+5,1.1894302E+6,495.03578243,325.88898555,169.14679688
T-597       ,5.3096005E+3,7.0793645E+3, 14.08821746, 17.96743082, 70.41175709, 59.55441947,2.5135956E+5,1.1887219E+6,495.16865280,325.94736191,169.22129090
T-598       ,5.2984289E+3,7.0763496E+3, 14.08738306, 17.97033232, 70.41234379, 59.56452997,2.5082860E+5,1.1880140E+6,495.30084675,326.00537847,169.29546828
T-599       ,5.2872736E+3,7.0733335E+3, 14.08652941, 17.97322985, 70.41283578, 59.57462730,2.5029876E+5,1.1873064E+6,495.43236766,326.06303735,169.36933031
T-600       ,5.2761345E+3,7.0703161E+3, 14.08565653, 17.97612340, 70.41323158, 59.58471147,2.4977003E+5,1.1865990E+6,495.56321892,326.12034065,169.44287827
T-601       ,5.2650117E+3,7.0672976E+3, 14.08476442, 17.97901297, 70.41353237, 59.59478246,2.4924242E+5,1.1858920E+6,495.69340390,326.17729046,169.51611344
T-602       ,5.2539052E+3,7.0642779E+3, 14.08385307, 17.98189856, 70.41373817, 59.60484029,2.4871592E+5,1.1851853E+6,495.82292593,326.23388885,169.58903708
T-603       ,5.2428151E+3,7.0612570E+3, 14.08292251, 17.98478018, 70.41384963, 59.61488493,2.4819053E+5,1.1844789E+6,495.95178835,326.29013790,169.66165045
T-604       ,5.2317412E+3,7.0582350E+3, 14.08197273, 17.98765783, 70.41386449, 59.62491640,2.4766624E+5,1.1837727E+6,496.07999447,326.34603965,169.73395482
T-605       ,5.2206836E+3,7.0552117E+3, 14.08100374, 17.99053150, 70.41378380, 59.63493470,2.4714307E+5,1.1830669E+6,496.20754759,326.40159615,169.80595144
T-606       ,5.2096424E+3,7.0521873E+3, 14.08001554, 17.99340120, 70.41360861, 59.64493980,2.4662100E+5,1.1823614E+6,496.33445098,326.45680944,169.87764155
T-607       ,5.1986175E+3,7.0491618E+3, 14.07900814, 17.99626692, 70.41333764, 59.65493173,2.4610004E+5,1.1816562E+6,496.46070792,326.51168152,169.94902640
T-608       ,5.1876090E+3,7.0461350E+3, 14.07798155, 17.99912868, 70.41297196, 59.66491047,2.4558018E+5,1.1809513E+6,496.58632164,326.56621442,170.02010722
T-609       ,5.1766169E+3,7.0431071E+3, 14.07693577, 18.00198647, 70.41251150, 59.67487602,2.4506141E+5,1.1802466E+6,496.71129538,326.62041012,170.09088526
T-610       ,5.1656411E+3,7.0400781E+3, 14.07587080, 18.00484029, 70.41195479, 59.68482839,2.4454375E+5,1.1795423E+6,496.83563236,326.67427062,170.16136174
T-611       ,5.1546817E+3,7.0370479E+3, 14.07478666, 18.00769014, 70.41130304, 59.69476757,2.4402719E+5,1.1788383E+6,496.95933578,326.72779790,170.23153788
T-612       ,5.1437386E+3,7.0340166E+3, 14.07368335, 18.01053604, 70.41055501, 59.70469355,2.4351172E+5,1.1781346E+6,497.08240882,326.78099391,170.30141491
T-613       ,5.1328120E+3,7.0309841E+3, 14.07256087, 18.01337796, 70.40971257, 59.71460635,2.4299735E+5,1.1774312E+6,497.20485465,326.83386062,170.37099403
T-614       ,5.1219017E+3,7.0279505E+3, 14.07141924, 18.01621593, 70.40877375, 59.72450596,2.4248407E+5,1.1767281E+6,497.32667642,326.88639996,170.44027647
T-615       ,5.1110079E+3,7.0249158E+3, 14.07025847, 18.01904994, 70.40774049, 59.73439237,2.4197188E+5,1.1760253E+6,497.44787728,326.93861387,170.50926341
T-616       ,5.1001305E+3,7.0218799E+3, 14.06907855, 18.02187998, 70.40661174, 59.74426559,2.4146077E+5,1.1753228E+6,497.56846034,326.99050427,170.57795606
T-617       ,5.0892695E+3,7.0188429E+3, 14.06787949, 18.02470608, 70.40538724, 59.75412562,2.4095076E+5,1.1746206E+6,497.68842870,327.04207308,170.64635563
T-618       ,5.0784249E+3,7.0158048E+3, 14.06666131, 18.02752821, 70.40406693, 59.76397246,2.4044183E+5,1.1739188E+6,497.80778547,327.09332218,170.71446328
T-619       ,5.0675968E+3,7.0127656E+3, 14.06542401, 18.03034640, 70.40265196, 59.77380611,2.3993399E+5,1.1732172E+6,497.92653371,327.14425348,170.78228023
T-620       ,5.0567851E+3,7.0097252E+3, 14.06416761, 18.03316063, 70.40114098, 59.78362657,2.3942723E+5,1.1725159E+6,498.04467649,327.19486886,170.84980763
T-621       ,5.0459899E+3,7.0066838E+3, 14.06289210, 18.03597091, 70.39953519, 59.79343383,2.3892155E+5,1.1718149E+6,498.16221686,327.24517017,170.91704668
T-622       ,5.0352112E+3,7.0036412E+3, 14.06159749, 18.03877725, 70.39783452, 59.80322791,2.3841695E+5,1.1711143E+6,498.27915783,327.29515929,170.98399854
T-623       ,5.0244489E+3,7.0005976E+3, 14.06028380, 18.04157964, 70.39603750, 59.81300880,2.3791343E+5,1.1704139E+6,498.39550244,327.34483806,171.05066438
T-624       ,5.0137030E+3,6.9975529E+3, 14.05895104, 18.04437809, 70.39414445, 59.82277650,2.3741099E+5,1.1697138E+6,498.51125367,327.39420831,171.11704536
T-625       ,5.0029737E+3,6.9945071E+3, 14.05759920, 18.04717259, 70.39215675, 59.83253101,2.3690962E+5,1.1690141E+6,498.62641452,327.44327188,171.18314264
T-626       ,4.9922609E+3,6.9914602E+3, 14.05622831, 18.04996316, 70.39007424, 59.84227234,2.3640932E+5,1.1683146E+6,498.74098796,327.49203058,171.24895738
T-627       ,4.9815645E+3,6.9884122E+3, 14.05483838, 18.05274979, 70.38789500, 59.85200048,2.3591010E+5,1.1676155E+6,498.85497694,327.54048622,171.31449072
T-628       ,4.9708846E+3,6.9853632E+3, 14.05342940, 18.05553248, 70.38562052, 59.86171545,2.3541194E+5,1.1669166E+6,498.96838441,327.58864061,171.37974380
T-629       ,4.9602213E+3,6.9823130E+3, 14.05200139, 18.05831124, 70.38325159, 59.87141723,2.3491485E+5,1.1662181E+6,499.08121329,327.63649551,171.44471778
T-630       ,4.9495744E+3,6.9792618E+3, 14.05055437, 18.06108607, 70.38078596, 59.88110584,2.3441883E+5,1.1655199E+6,499.19346649,327.68405272,171.50941377
T-631       ,4.9389441E+3,6.9762096E+3, 14.04908833, 18.06385697, 70.37822587, 59.89078127,2.3392387E+5,1.1648219E+6,499.30514692,327.73131400,171.57383292
T-632       ,4.9283303E+3,6.9731563E+3, 14.04760330, 18.06662395, 70.37557023, 59.90044353,2.3342998E+5,1.1641243E+6,499.41625745,327.77828111,171.63797634
T-633       ,4.9177331E+3,6.9701020E+3, 14.04609928, 18.06938700, 70.37282009, 59.91009262,2.3293714E+5,1.1634270E+6,499.52680096,327.82495579,171.70184517
T-634       ,4.9071523E+3,6.9670466E+3, 14.04457628, 18.07214614, 70.36997277, 59.91972854,2.3244537E+5,1.1627300E+6,499.63678031,327.87133979,171.76544051
T-635       ,4.8965881E+3,6.9639901E+3, 14.04303432, 18.07490135, 70.36703088, 59.92935130,2.3195465E+5,1.1620333E+6,499.74619833,327.91743483,171.82876349
T-636       ,4.8860405E+3,6.9609326E+3, 14.04147339, 18.07765265, 70.36399440, 59.93896090,2.3146500E+5,1.1613369E+6,499.85505784,327.96324264,171.89181521
T-637       ,4.8755094E+3,6.9578741E+3, 14.03989353, 18.08040003, 70.36086189, 59.94855733,2.3097639E+5,1.1606408E+6,499.96336168,328.00876491,171.95459677
T-638       ,4.8649948E+3,6.9548146E+3, 14.03829473, 18.08314350, 70.35763328, 59.95814062,2.3048884E+5,1.1599450E+6,500.07111263,328.05400335,172.01710928
T-639       ,4.8544968E+3,6.9517540E+3, 14.03667701, 18.08588307, 70.35430992, 59.96771075,2.3000234E+5,1.1592495E+6,500.17831348,328.09895965,172.07935383
T-640       ,4.8440154E+3,6.9486925E+3, 14.03504038, 18.08861873, 70.35089176, 59.97726773,2.2951689E+5,1.1585544E+6,500.28496700,328.14363550,172.14133150
T-641       ,4.8335505E+3,6.9456299E+3, 14.03338485, 18.09135049, 70.34737787, 59.98681157,2.2903249E+5,1.1578595E+6,500.39107595,328.18803255,172.20304340
T-642       ,4.8231023E+3,6.9425663E+3, 14.03171044, 18.09407834, 70.34376946, 59.99634228,2.2854914E+5,1.1571649E+6,500.49664308,328.23215248,172.26449060
